student_id,subject,group_id,preference
student_4,Przedmiot-7,6,3
student_4,Przedmiot-7,7,8
student_4,Przedmiot-7,8,10
student_4,Przedmiot-7,9,9
student_4,Przedmiot-6,1,1
student_4,Przedmiot-6,2,3
student_4,Przedmiot-6,3,0
student_4,Przedmiot-6,4,8
student_4,Przedmiot-6,5,5
student_4,Przedmiot-6,6,1
student_4,Przedmiot-6,7,4
student_4,Przedmiot-1,1,10
student_4,Przedmiot-1,2,9
student_4,Przedmiot-1,3,2
student_4,Przedmiot-1,4,4
student_4,Przedmiot-1,5,5
student_4,Przedmiot-1,6,3
student_4,Przedmiot-1,7,8
student_4,Przedmiot-1,8,6
student_4,Przedmiot-1,9,4
student_4,Przedmiot-1,10,2
student_4,Przedmiot-1,11,0
student_4,Przedmiot-1,12,9
student_4,Przedmiot-1,13,9
student_4,Przedmiot-1,14,6
student_4,Przedmiot-1,15,10
student_4,Przedmiot-1,16,3
student_4,Przedmiot-9,1,2
student_4,Przedmiot-9,2,6
student_4,Przedmiot-9,3,3
student_4,Przedmiot-9,4,9
student_4,Przedmiot-9,5,1
student_4,Przedmiot-9,6,2
student_4,Przedmiot-9,7,4
student_4,Przedmiot-9,8,2
student_4,Przedmiot-10,1,8
student_4,Przedmiot-10,2,3
student_4,Przedmiot-11,1,5
student_4,Przedmiot-11,2,6
student_4,Przedmiot-11,3,8
student_4,Przedmiot-12,1,1
student_4,Przedmiot-12,2,6
student_4,Przedmiot-13,1,4
student_4,Przedmiot-13,2,6
student_4,Przedmiot-13,3,3
student_4,Przedmiot-13,4,3
student_4,Przedmiot-14,1,2
student_4,Przedmiot-14,2,8
student_4,Przedmiot-14,3,9
student_4,Przedmiot-14,4,10
student_4,Przedmiot-14,5,3
student_4,Przedmiot-14,6,3
student_4,Przedmiot-14,7,1
student_4,Przedmiot-14,8,3
student_4,Przedmiot-14,9,2
student_4,Przedmiot-8,1,1
student_4,Przedmiot-8,2,2
student_4,Przedmiot-8,3,2
student_4,Przedmiot-8,4,6
student_4,Przedmiot-8,5,10
student_4,Przedmiot-8,6,1
student_4,Przedmiot-8,7,6
student_4,Przedmiot-8,8,8
student_4,Przedmiot-8,9,3
student_4,Przedmiot-2,1,5
student_4,Przedmiot-2,2,2
student_4,Przedmiot-2,3,3
student_4,Przedmiot-2,4,4
student_4,Przedmiot-2,5,2
student_4,Przedmiot-2,6,4
student_4,Przedmiot-2,7,4
student_4,Przedmiot-2,8,4
student_4,Przedmiot-2,9,1
student_4,Przedmiot-2,10,4
student_4,Przedmiot-2,11,6
student_4,Przedmiot-2,12,8
student_4,Przedmiot-2,13,9
student_4,Przedmiot-2,14,5
student_4,Przedmiot-2,15,10
student_4,Przedmiot-2,16,10
student_4,Przedmiot-3,1,8
student_4,Przedmiot-3,2,5
student_4,Przedmiot-3,3,4
student_4,Przedmiot-3,4,8
student_4,Przedmiot-3,5,7
student_4,Przedmiot-3,6,4
student_4,Przedmiot-3,7,1
student_4,Przedmiot-3,8,2
student_4,Przedmiot-3,9,10
student_4,Przedmiot-3,10,2
student_4,Przedmiot-3,11,6
student_4,Przedmiot-3,12,0
student_4,Przedmiot-3,13,3
student_4,Przedmiot-3,14,7
student_4,Przedmiot-3,15,7
student_4,Przedmiot-3,16,4
student_4,Przedmiot-3,17,8
student_4,Przedmiot-4,1,1
student_4,Przedmiot-4,2,6
student_4,Przedmiot-4,3,3
student_4,Przedmiot-4,4,3
student_4,Przedmiot-4,5,7
student_4,Przedmiot-4,6,3
student_4,Przedmiot-4,7,4
student_4,Przedmiot-4,8,5
student_5,Przedmiot-5,1,7
student_5,Przedmiot-5,2,1
student_5,Przedmiot-5,3,3
student_5,Przedmiot-5,4,3
student_5,Przedmiot-5,5,5
student_5,Przedmiot-5,6,5
student_5,Przedmiot-5,7,9
student_5,Przedmiot-7,1,2
student_5,Przedmiot-7,2,9
student_5,Przedmiot-7,3,10
student_5,Przedmiot-7,4,4
student_5,Przedmiot-7,5,3
student_5,Przedmiot-7,6,6
student_5,Przedmiot-7,7,8
student_5,Przedmiot-7,8,1
student_5,Przedmiot-7,9,4
student_5,Przedmiot-6,1,9
student_5,Przedmiot-6,2,2
student_5,Przedmiot-6,3,4
student_5,Przedmiot-6,4,9
student_5,Przedmiot-6,5,0
student_5,Przedmiot-6,6,8
student_5,Przedmiot-6,7,9
student_5,Przedmiot-1,1,7
student_5,Przedmiot-1,2,10
student_5,Przedmiot-1,3,7
student_5,Przedmiot-1,4,0
student_5,Przedmiot-1,5,4
student_5,Przedmiot-1,6,1
student_5,Przedmiot-1,7,8
student_5,Przedmiot-1,8,9
student_5,Przedmiot-1,9,8
student_5,Przedmiot-1,10,10
student_5,Przedmiot-1,11,8
student_5,Przedmiot-1,12,9
student_5,Przedmiot-1,13,1
student_5,Przedmiot-1,14,4
student_5,Przedmiot-1,15,7
student_5,Przedmiot-1,16,3
student_5,Przedmiot-9,1,10
student_5,Przedmiot-9,2,3
student_5,Przedmiot-9,3,10
student_5,Przedmiot-9,4,9
student_5,Przedmiot-9,5,2
student_5,Przedmiot-9,6,1
student_5,Przedmiot-9,7,2
student_5,Przedmiot-9,8,7
student_5,Przedmiot-10,1,3
student_5,Przedmiot-10,2,10
student_5,Przedmiot-11,1,6
student_5,Przedmiot-11,2,2
student_5,Przedmiot-11,3,8
student_5,Przedmiot-12,1,1
student_5,Przedmiot-12,2,9
student_5,Przedmiot-13,1,0
student_5,Przedmiot-13,2,2
student_5,Przedmiot-13,3,5
student_5,Przedmiot-13,4,8
student_5,Przedmiot-14,1,3
student_5,Przedmiot-14,2,5
student_5,Przedmiot-14,3,3
student_5,Przedmiot-14,4,0
student_5,Przedmiot-14,5,7
student_5,Przedmiot-14,6,9
student_5,Przedmiot-14,7,6
student_5,Przedmiot-14,8,4
student_5,Przedmiot-14,9,2
student_5,Przedmiot-8,1,9
student_5,Przedmiot-8,2,8
student_5,Przedmiot-8,3,5
student_5,Przedmiot-8,4,7
student_5,Przedmiot-8,5,5
student_5,Przedmiot-8,6,9
student_5,Przedmiot-8,7,8
student_5,Przedmiot-8,8,4
student_5,Przedmiot-8,9,1
student_5,Przedmiot-2,1,4
student_5,Przedmiot-2,2,7
student_5,Przedmiot-2,3,3
student_5,Przedmiot-2,4,1
student_5,Przedmiot-2,5,0
student_5,Przedmiot-2,6,10
student_5,Przedmiot-2,7,8
student_5,Przedmiot-2,8,5
student_5,Przedmiot-2,9,9
student_5,Przedmiot-2,10,8
student_5,Przedmiot-2,11,6
student_5,Przedmiot-2,12,1
student_5,Przedmiot-2,13,5
student_5,Przedmiot-2,14,4
student_5,Przedmiot-2,15,2
student_5,Przedmiot-2,16,0
student_5,Przedmiot-3,1,8
student_5,Przedmiot-3,2,10
student_5,Przedmiot-3,3,8
student_5,Przedmiot-3,4,8
student_5,Przedmiot-3,5,4
student_5,Przedmiot-3,6,2
student_5,Przedmiot-3,7,6
student_5,Przedmiot-3,8,5
student_5,Przedmiot-3,9,5
student_5,Przedmiot-3,10,6
student_5,Przedmiot-3,11,3
student_5,Przedmiot-3,12,5
student_5,Przedmiot-3,13,8
student_5,Przedmiot-3,14,0
student_5,Przedmiot-3,15,4
student_5,Przedmiot-3,16,1
student_5,Przedmiot-3,17,10
student_5,Przedmiot-4,1,2
student_5,Przedmiot-4,2,5
student_5,Przedmiot-4,3,0
student_5,Przedmiot-4,4,1
student_5,Przedmiot-4,5,0
student_5,Przedmiot-4,6,0
student_5,Przedmiot-4,7,4
student_5,Przedmiot-4,8,5
student_6,Przedmiot-5,1,2
student_6,Przedmiot-5,2,3
student_6,Przedmiot-5,3,4
student_6,Przedmiot-5,4,5
student_6,Przedmiot-5,5,0
student_6,Przedmiot-5,6,9
student_6,Przedmiot-5,7,10
student_6,Przedmiot-7,1,3
student_6,Przedmiot-7,2,3
student_6,Przedmiot-7,3,8
student_6,Przedmiot-7,4,5
student_6,Przedmiot-7,5,6
student_6,Przedmiot-7,6,5
student_6,Przedmiot-7,7,6
student_6,Przedmiot-7,8,7
student_6,Przedmiot-7,9,1
student_6,Przedmiot-6,1,9
student_6,Przedmiot-6,2,6
student_6,Przedmiot-6,3,7
student_6,Przedmiot-6,4,3
student_6,Przedmiot-6,5,2
student_6,Przedmiot-6,6,7
student_6,Przedmiot-6,7,0
student_6,Przedmiot-1,1,9
student_6,Przedmiot-1,2,6
student_6,Przedmiot-1,3,9
student_6,Przedmiot-1,4,10
student_6,Przedmiot-1,5,1
student_6,Przedmiot-1,6,5
student_6,Przedmiot-1,7,8
student_6,Przedmiot-1,8,7
student_6,Przedmiot-1,9,8
student_6,Przedmiot-1,10,10
student_6,Przedmiot-1,11,0
student_6,Przedmiot-1,12,9
student_6,Przedmiot-1,13,1
student_6,Przedmiot-1,14,2
student_6,Przedmiot-1,15,2
student_6,Przedmiot-1,16,8
student_6,Przedmiot-9,1,4
student_6,Przedmiot-9,2,1
student_6,Przedmiot-9,3,1
student_6,Przedmiot-9,4,8
student_6,Przedmiot-9,5,3
student_6,Przedmiot-9,6,0
student_6,Przedmiot-9,7,1
student_6,Przedmiot-9,8,9
student_6,Przedmiot-10,1,3
student_6,Przedmiot-10,2,1
student_6,Przedmiot-11,1,6
student_6,Przedmiot-11,2,8
student_6,Przedmiot-11,3,5
student_6,Przedmiot-12,1,7
student_6,Przedmiot-12,2,10
student_6,Przedmiot-13,1,8
student_6,Przedmiot-13,2,0
student_6,Przedmiot-13,3,10
student_6,Przedmiot-13,4,7
student_6,Przedmiot-14,1,1
student_6,Przedmiot-14,2,10
student_6,Przedmiot-14,3,8
student_6,Przedmiot-14,4,4
student_6,Przedmiot-14,5,10
student_6,Przedmiot-14,6,1
student_6,Przedmiot-14,7,10
student_6,Przedmiot-14,8,5
student_6,Przedmiot-14,9,1
student_6,Przedmiot-8,1,8
student_6,Przedmiot-8,2,0
student_6,Przedmiot-8,3,3
student_6,Przedmiot-8,4,2
student_6,Przedmiot-8,5,0
student_6,Przedmiot-8,6,4
student_6,Przedmiot-8,7,1
student_6,Przedmiot-8,8,5
student_6,Przedmiot-8,9,5
student_6,Przedmiot-2,1,2
student_6,Przedmiot-2,2,1
student_6,Przedmiot-2,3,4
student_6,Przedmiot-2,4,9
student_6,Przedmiot-2,5,5
student_6,Przedmiot-2,6,3
student_6,Przedmiot-2,7,9
student_6,Przedmiot-2,8,10
student_6,Przedmiot-2,9,3
student_6,Przedmiot-2,10,3
student_6,Przedmiot-2,11,1
student_6,Przedmiot-2,12,3
student_6,Przedmiot-2,13,3
student_6,Przedmiot-2,14,7
student_6,Przedmiot-2,15,10
student_6,Przedmiot-2,16,10
student_6,Przedmiot-3,1,10
student_6,Przedmiot-3,2,7
student_6,Przedmiot-3,3,5
student_6,Przedmiot-3,4,2
student_6,Przedmiot-3,5,9
student_6,Przedmiot-3,6,0
student_6,Przedmiot-3,7,10
student_6,Przedmiot-3,8,6
student_6,Przedmiot-3,9,1
student_6,Przedmiot-3,10,9
student_6,Przedmiot-3,11,8
student_6,Przedmiot-3,12,3
student_6,Przedmiot-3,13,7
student_6,Przedmiot-3,14,4
student_6,Przedmiot-3,15,1
student_6,Przedmiot-3,16,4
student_6,Przedmiot-3,17,3
student_6,Przedmiot-4,1,3
student_6,Przedmiot-4,2,3
student_6,Przedmiot-4,3,7
student_6,Przedmiot-4,4,1
student_6,Przedmiot-4,5,5
student_6,Przedmiot-4,6,9
student_6,Przedmiot-4,7,0
student_6,Przedmiot-4,8,10
student_7,Przedmiot-5,1,8
student_7,Przedmiot-5,2,0
student_7,Przedmiot-5,3,5
student_7,Przedmiot-5,4,4
student_7,Przedmiot-5,5,9
student_7,Przedmiot-5,6,4
student_7,Przedmiot-5,7,6
student_7,Przedmiot-7,1,0
student_7,Przedmiot-7,2,4
student_7,Przedmiot-7,3,5
student_7,Przedmiot-7,4,1
student_7,Przedmiot-7,5,4
student_7,Przedmiot-7,6,4
student_7,Przedmiot-7,7,8
student_7,Przedmiot-7,8,5
student_7,Przedmiot-7,9,5
student_7,Przedmiot-6,1,5
student_7,Przedmiot-6,2,10
student_7,Przedmiot-6,3,1
student_7,Przedmiot-6,4,6
student_7,Przedmiot-6,5,2
student_7,Przedmiot-6,6,9
student_7,Przedmiot-6,7,4
student_7,Przedmiot-1,1,7
student_7,Przedmiot-1,2,7
student_7,Przedmiot-1,3,4
student_7,Przedmiot-1,4,7
student_7,Przedmiot-1,5,8
student_7,Przedmiot-1,6,2
student_7,Przedmiot-1,7,4
student_7,Przedmiot-1,8,10
student_7,Przedmiot-1,9,7
student_7,Przedmiot-1,10,1
student_7,Przedmiot-1,11,10
student_7,Przedmiot-1,12,0
student_7,Przedmiot-1,13,5
student_7,Przedmiot-1,14,8
student_7,Przedmiot-1,15,2
student_7,Przedmiot-1,16,5
student_7,Przedmiot-9,1,3
student_7,Przedmiot-9,2,3
student_7,Przedmiot-9,3,4
student_7,Przedmiot-9,4,3
student_7,Przedmiot-9,5,5
student_7,Przedmiot-9,6,1
student_7,Przedmiot-9,7,1
student_7,Przedmiot-9,8,10
student_7,Przedmiot-10,1,0
student_7,Przedmiot-10,2,9
student_7,Przedmiot-11,1,0
student_7,Przedmiot-11,2,6
student_7,Przedmiot-11,3,6
student_7,Przedmiot-12,1,4
student_7,Przedmiot-12,2,5
student_7,Przedmiot-13,1,0
student_7,Przedmiot-13,2,1
student_7,Przedmiot-13,3,3
student_7,Przedmiot-13,4,9
student_7,Przedmiot-14,1,4
student_7,Przedmiot-14,2,6
student_7,Przedmiot-14,3,6
student_7,Przedmiot-14,4,8
student_7,Przedmiot-14,5,1
student_7,Przedmiot-14,6,7
student_7,Przedmiot-14,7,4
student_7,Przedmiot-14,8,6
student_7,Przedmiot-14,9,9
student_7,Przedmiot-8,1,9
student_7,Przedmiot-8,2,3
student_7,Przedmiot-8,3,4
student_7,Przedmiot-8,4,4
student_7,Przedmiot-8,5,7
student_7,Przedmiot-8,6,7
student_7,Przedmiot-8,7,8
student_7,Przedmiot-8,8,9
student_7,Przedmiot-8,9,0
student_7,Przedmiot-2,1,7
student_7,Przedmiot-2,2,6
student_7,Przedmiot-2,3,5
student_7,Przedmiot-2,4,9
student_7,Przedmiot-2,5,6
student_7,Przedmiot-2,6,7
student_7,Przedmiot-2,7,9
student_7,Przedmiot-2,8,0
student_7,Przedmiot-2,9,4
student_7,Przedmiot-2,10,2
student_7,Przedmiot-2,11,6
student_7,Przedmiot-2,12,3
student_7,Przedmiot-2,13,6
student_7,Przedmiot-2,14,5
student_7,Przedmiot-2,15,7
student_7,Przedmiot-2,16,7
student_7,Przedmiot-3,1,5
student_7,Przedmiot-3,2,2
student_7,Przedmiot-3,3,1
student_7,Przedmiot-3,4,8
student_7,Przedmiot-3,5,4
student_7,Przedmiot-3,6,8
student_7,Przedmiot-3,7,9
student_7,Przedmiot-3,8,8
student_7,Przedmiot-3,9,6
student_7,Przedmiot-3,10,0
student_7,Przedmiot-3,11,8
student_7,Przedmiot-3,12,0
student_7,Przedmiot-3,13,2
student_7,Przedmiot-3,14,9
student_7,Przedmiot-3,15,6
student_7,Przedmiot-3,16,6
student_7,Przedmiot-3,17,6
student_7,Przedmiot-4,1,0
student_7,Przedmiot-4,2,0
student_7,Przedmiot-4,3,4
student_7,Przedmiot-4,4,1
student_7,Przedmiot-4,5,9
student_7,Przedmiot-4,6,3
student_7,Przedmiot-4,7,4
student_7,Przedmiot-4,8,9
student_8,Przedmiot-5,1,3
student_8,Przedmiot-5,2,4
